"","genotype","mat","media","temp","n","avgLS","StddevLS","medianLS","gompShape","gompRate","gompLogLik","gompAIC","weibShape","weibScale","weibLogLik","weibAIC"
"130","hmo1 rpl6b","MATalpha","YPD",30,100,18.96,6.94265108156848,17,0.110186721877588,0.0106478125380353,-345.326159978169,694.652319956339,2.92389683819092,21.2768925452969,-333.429102314175,670.858204628351
"131","tif1","MATalpha","YPD",30,235,28.663829787234,10.8376603889376,29,0.0824134918259008,0.00555885599416889,-900.067920301245,1804.13584060249,2.89297966615198,32.1579724304542,-890.774644712328,1785.54928942466
"132","fob1 tif1","MATalpha","YPD",30,60,24.9666666666667,11.0299540799429,26,0.0900007989297905,0.00673149273786784,-225.236452916178,454.472905832357,2.41485843493274,27.977415757822,-230.245621566048,464.491243132096
"133","hap4 tif1","MATalpha","YPD",30,40,16.55,10.7987416170969,13,0.0462419880284418,0.0316165219619565,-147.550499725638,299.100999451277,1.6391930803993,18.5980668016994,-145.767441946299,295.534883892598
"134","hmo1 tif1","MATalpha","YPD",30,59,22.3050847457627,6.79567366757282,22,0.155109423035892,0.00303829775009559,-196.867014070619,397.734028141238,3.76379295053237,24.7252218080345,-195.733516563317,395.467033126634
"135","gcn2","MATalpha","YPD",30,955,25.9926701570681,9.86517861734373,25,0.0872001225629308,0.00663002075327459,-3580.8520936851,7165.7041873702,2.86130903943638,29.1691965266021,-3530.74355844711,7065.48711689421
"136","gcn2 tor1","MATalpha","YPD",30,380,28.6815789473684,10.1131424006283,29,0.0917952453827258,0.004545508494874,-1429.1263236657,2862.25264733141,3.12740585804056,32.0428067687433,-1417.1460806185,2838.292161237
"137","atg1 tor1","MATalpha","YPD",30,240,31.4791666666667,11.2885130331369,31.5,0.0919212307596989,0.0032965754670158,-917.104174000406,1838.20834800081,3.12300877533377,35.1517189049085,-922.493974983492,1848.98794996698
"138","atg13","MATalpha","YPD",30,804,28.4962686567164,11.1629495697084,28,0.0782165273539368,0.00617620719129044,-3101.97007886385,6207.9401577277,2.77405771664144,32.0145537853408,-3071.59210497629,6147.18420995258
"139","atg13 tor1","MATalpha","YPD",30,239,31.2092050209205,11.2637478554834,32,0.0846246271526245,0.00410668100092815,-921.123410009362,1846.24682001872,3.08419484403115,34.9398825498847,-915.039593792231,1834.07918758446
"140","gcn2 sok1","MATalpha","YPD",30,200,35.355,11.8202183911326,36,0.0775334740629235,0.00343320474228371,-786.613005438008,1577.22601087602,3.32665602775852,39.4403793541904,-775.337735362382,1554.67547072476
"141","pda1","MATalpha","YPD",30,107,15.8598130841121,9.60488142220112,13,0.0515292657921426,0.0320483812566755,-387.689257733971,779.378515467943,1.72585563316786,17.8159631712502,-382.205423122853,768.410846245707
"142","coq2","MATalpha","YPD",30,85,25.2705882352941,10.3272504007764,25,0.0905672544285628,0.00653734641094019,-318.026460079515,640.052920159031,2.7046006948467,28.4548309742598,-317.196656323883,638.393312647766
"143","pda1 tor1","MATalpha","YPD",30,40,20.65,10.7191417566893,22,0.0598858908824171,0.0180351820950483,-151.1514931417,306.3029862834,2.04089911543048,23.2998473123973,-149.329072689266,302.658145378531
"144","fob1 pda1","MATalpha","YPD",30,38,9.28947368421053,6.14644654421645,7,0.0856952549977737,0.0547280705142461,-118.151033986087,240.302067972174,1.53958522259356,10.3166433805369,-118.14522355434,240.290447108681
"145","pda1 rpl20b","MATalpha","YPD",30,40,28.65,10.2895266642523,29,0.0856780820871335,0.00527382386213088,-151.612901993044,307.225803986088,3.05512608891289,31.9896221882202,-149.63764659176,303.27529318352
"146","coq2 tor1","MATalpha","YPD",30,40,30.15,11.7332532048546,30,0.0752099357330064,0.00568589593554686,-156.087480515483,316.174961030966,2.84265250898064,33.8735489523483,-154.144485518244,312.288971036488
"147","coq2 rpl20b","MATalpha","YPD",30,40,27.125,11.9232320089169,24,0.0736961297773001,0.00755311546958942,-155.471510804096,314.943021608191,2.52291869839385,30.7146671177626,-153.66532095117,311.33064190234
"148","phb2","MATalpha","YPD",30,631,14.4247226624406,6.32583193932222,14,0.101017267593461,0.0224224460218161,-2107.88496991067,4219.76993982134,2.37775673735277,16.2291185801373,-2047.89197361218,4099.78394722437
"149","phb2 tor1","MATalpha","YPD",30,78,18.4871794871795,11.0380023481378,14,0.048136753640271,0.0258798447940311,-293.62148440684,591.24296881368,1.81792640756771,20.955301225789,-287.250197335564,578.500394671128
"150","Rho0 phb2 tor1","MATalpha","YPD",30,120,19.0916666666667,10.7750067428342,16,0.0559756818248382,0.0218167194467873,-450.769151407722,905.538302815444,1.90075307250334,21.6328332530842,-442.950219278582,889.900438557164
"151","pmr1 tor1","MATalpha","YPD",30,80,27.575,14.8986236727347,24.5,0.0540635292397222,0.0107133969022187,-323.636451240536,651.272902481073,1.95375859722751,31.1494606869821,-325.076170764956,654.152341529913
"152","pmc1","MATa","YPD",30,120,30.4416666666667,9.49019470391452,30,0.106415706103039,0.00265888094246697,-442.845402311987,889.690804623974,3.61861293232419,33.8202084274605,-438.791824185362,881.583648370724
"153","ygr130c","MATa","YPD",30,80,30.0875,9.97489729016631,31.5,0.108916560501714,0.00255676270943108,-295.3589108413,594.717821682601,3.48467940436173,33.5081369473068,-296.060832877389,596.121665754777
"154","pmr1","MATa","YPD",30,260,31.8269230769231,12.5389295785069,31,0.0695882987136077,0.00559472162949643,-1032.49907127825,2068.9981425565,2.75651819052305,35.7413798816563,-1024.0658547188,2052.1317094376
"155","alg12","MATa","YPD",30,160,27.875,9.28835749234817,27,0.0885675598646334,0.00547154758951079,-598.299684665181,1200.59936933036,3.2157530003494,31.035066009855,-584.216316254909,1172.43263250982
"156","tor1","MATa","YPD",30,437,27.3295194508009,10.1383264546301,26,0.0846918450873019,0.00608133437381564,-1655.33139430414,3314.66278860827,2.92377753910334,30.6689059607545,-1625.65497473606,3255.30994947212
"157","pmr1 tor1","MATa","YPD",30,20,36.85,12.2357328303104,41.5,0.10426966705395,0.00127999846500917,-76.3711799752845,156.742359950569,3.71016286361874,41.0402165239332,-77.4067148454014,158.813429690803
"158","alg12 tor1","MATa","YPD",30,20,31.5,8.92365278052482,31.5,0.113122277719324,0.00204772494488392,-72.5533191954113,149.106638390823,4.08358747443612,34.7266292591374,-71.497552102182,146.995104204364
"159","fob1","MATa","YPD",30,562,28.6565836298932,11.6124833439183,29,0.0781910392867537,0.00603894222247177,-2174.28716800497,4352.57433600994,2.6753627459604,32.1670542608219,-2175.97793409386,4355.95586818771
"160","fob1 pmr1","MATa","YPD",30,40,30.175,13.5265882521643,29.5,0.0736342774511673,0.00562420371416057,-158.35046359976,320.700927199521,2.45539337133286,34.0221087905676,-160.037256072111,324.074512144221
"161","alg12 fob1","MATa","YPD",30,20,37.4,7.69415362466854,38.5,0.158231997466708,0.00024464286459244,-67.9566875042767,139.913375008553,6.08713704928851,40.3664228003369,-67.9419136474581,139.883827294916
"162","sir2","MATa","YPD",30,400,13.1275,4.66536792704893,12,0.150846820220883,0.0170964544902558,-1235.44778841326,2474.89557682651,2.96237261545278,14.6788886086221,-1182.32745171377,2368.65490342754
"163","pmr1 sir2","MATa","YPD",30,20,11,4.10391340834062,11,0.205281986456467,0.0160159701295329,-57.5213373987371,119.042674797474,2.96298551962296,12.3180661949481,-55.9653915691081,115.930783138216
"164","alg12 sir2","MATa","YPD",30,20,14.3,5.51648247956689,12,0.144796343943272,0.0140872009032673,-63.8380425988926,131.676085197785,2.82850398026457,16.0899558588324,-61.4925953571109,126.985190714222
"165","hap4","MATa","YPD",30,79,29.3291139240506,10.0800914716385,29,0.106360632588504,0.00298945214517953,-291.762960547374,587.525921094748,3.2610045377827,32.5389598189322,-296.051449932736,596.102899865472
"166","hap4 pmr1","MATa","YPD",30,20,26.75,13.2897863433778,23.5,0.0591528238225789,0.0105209589502064,-79.4410627149197,162.882125429839,2.21606740103694,30.3083803443295,-78.542665087681,161.085330175362
"167","alg12 hap4","MATa","YPD",30,20,20.75,8.53398777643963,21.5,0.0927107010885717,0.0108702660564733,-71.959530319892,147.919060639784,2.68580668327636,23.3595629845856,-70.3157688702366,144.631537740473
"168","hmo1","MATa","YPD",30,200,18.48,7.08665672356069,17,0.106672758837686,0.0118193614077706,-693.340745340518,1390.68149068104,2.77658309225682,20.7889519104942,-670.133602475296,1344.26720495059
"169","hmo1 pmr1","MATa","YPD",30,20,12.75,6.37325827600228,11.5,0.0901081647120685,0.0315783960890794,-66.1280587994609,136.256117598922,2.18237277593402,14.458338223806,-63.2306399536381,130.461279907276
"170","alg12 hmo1","MATa","YPD",30,20,19.75,6.2565754884046,19,0.166362684019933,0.00391739158805796,-65.1333233422601,134.26664668452,3.6295549850046,21.9720920979657,-64.2856567636053,132.571313527211
"171","rip1","MATa","YPD",30,180,25.9611111111111,12.2206729733082,26,0.0708742493052946,0.0088617341432898,-699.486935119661,1402.97387023932,2.23782251930966,29.2173116049327,-704.586202350096,1413.17240470019
"172","pmr1 rip1","MATa","YPD",30,20,29.45,10.8213969328801,27.5,0.0950092132035142,0.00378953949467596,-75.5497880523261,155.099576104652,3.12746973808875,33.0128449770798,-75.1464544401059,154.292908880212
"173","alg12 rip1","MATa","YPD",30,20,23.1,10.4875866472802,20,0.0850824986998065,0.0090958498180826,-74.6906260741746,153.381252148349,2.44222184702057,26.0887883886843,-74.344360806043,152.688721612086
"174","cos12","MATalpha","YPD",30,265,27.7660377358491,10.4126042392874,28,0.0870579467292797,0.00549888790043781,-1003.27820232053,2010.55640464105,2.9060140617204,31.1015864914241,-996.169422901128,1996.33884580226
"175","rds1","MATalpha","YPD",30,263,29.0570342205323,11.2124086942919,29,0.081316756489562,0.00546774997109716,-1011.51492854079,2027.02985708158,2.79808387986107,32.504587214721,-1011.8819569673,2027.76391393461
"176","ptr2","MATalpha","YPD",30,280,28.6785714285714,10.3371604824902,28,0.092368528529905,0.00443212707260259,-1055.56591783439,2115.13183566878,3.07081506750446,32.0958606542545,-1048.96412568332,2101.92825136664
"177","aad3","MATalpha","YPD",30,280,27.6107142857143,10.399298269878,26,0.073570937171633,0.0076232504359752,-1076.65776317839,2157.31552635678,2.84282610075347,30.9878359651932,-1048.72230155444,2101.44460310888
"178","rtg2","MATalpha","YPD",30,502,24.9581673306773,11.5388886434369,22,0.0550869693393075,0.0136033988454552,-1969.12810295483,3942.25620590967,2.28519337515535,28.2093954760861,-1914.75299813541,3833.50599627081
"179","SIR2OE rpn4","MATalpha","YPD",30,80,17.5625,10.958891829313,15,0.0483034587052946,0.0279744303764192,-298.250792342686,600.501584685372,1.69688517012471,19.769144953207,-294.777828927439,593.555657854878
"180","yir042c","MATalpha","YPD",30,265,30.577358490566,11.1533158799171,32,0.0925215452169324,0.00356313504485448,-1009.13327053896,2022.26654107793,3.06462218340336,34.1771365231138,-1015.17169087614,2034.34338175229
"181","MATŒ± WT","MATalpha","YPD",30,80,35.975,11.4648334075682,35,0.076617325307178,0.0033711876935357,-314.894518054874,633.789036109749,3.4071793346607,39.9993888663056,-308.335640641953,620.671281283907
"182","tor1 ump1","MATalpha","YPD",30,140,21.2285714285714,9.16306541113148,20,0.0858708175717234,0.0112665624063741,-512.820175468976,1029.64035093795,2.51279827131508,23.9933354670047,-503.14419190854,1010.28838381708
"183","BY4741 WT","MATa","YPD",30,20,28.7,9.85206363635238,30,0.114227175844717,0.00271748421272343,-72.5945769126162,149.189153825232,3.29058119433165,31.6360112208499,-74.7386299201739,153.477259840348
"184","tor1 ubr2","MATa","YPD",30,80,43.9875,14.0779869011828,48,0.0890365968352752,0.00102980338158003,-316.951206252243,637.902412504487,3.76566618569502,48.6935535524111,-323.960183210206,651.920366420412
"185","phb1","MATalpha","YPD",30,652,13.8834355828221,5.7627359925879,14,0.115446657549462,0.0210446630379299,-2125.86130621167,4255.72261242334,2.52016479872941,15.6013196120378,-2058.77639419988,4121.55278839977
"186","coq2","MATalpha","0.05% D",30,50,28.86,9.85405748814121,29,0.0946729008743914,0.00420165335059477,-187.000862791841,378.001725583682,3.2702244205131,32.2155602649315,-184.395940639958,372.791881279917
"187","BY4742","MATalpha","YPD + 10ng/ml cycloheximide",30,120,25.2916666666667,9.91425070021828,25,0.0801475920392051,0.00825281908880239,-452.416105720434,908.832211440868,2.6502676334433,28.2400565041095,-448.279601365422,900.559202730844
"188","phb1","MATalpha","YPD + 10ng/ml cycloheximide",30,60,12.4333333333333,6.88246769566853,13,0.104960721810128,0.0277042913207157,-196.88004430115,397.7600886023,1.84376373632712,13.944117433825,-198.375942618319,400.751885236639
"189","coq2","MATalpha","YPD + 10ng/ml cycloheximide",30,20,28.45,12.1199053322688,26.5,0.0797669107224861,0.00582345529973999,-77.5280528006077,159.056105601215,2.66947850123112,32.1577371984862,-77.0726467780948,158.14529355619
"190","BY4742","MATalpha","YPD + 50ng/ml cycloheximide",30,140,24.4428571428571,9.74071882813571,23,0.0680191500028772,0.0115301197930412,-532.029430240538,1068.05886048108,2.65503701391119,27.4666147410507,-514.730563546427,1033.46112709285
"191","phb1","MATalpha","YPD + 50ng/ml cycloheximide",30,80,18.3375,6.9718125968844,18.5,0.148831426054161,0.00642930257615753,-265.415434469004,534.830868938008,2.83548745588365,20.3845677463941,-272.223325055455,548.44665011091
"192","coq2","MATalpha","YPD + 50ng/ml cycloheximide",30,20,28,7.87400787401181,29,0.137732002508321,0.00178619215233586,-69.4234889855644,142.846977971129,4.19566772032254,30.8614704763451,-68.8751481943872,141.750296388774
"193","BY4742","MATalpha","YPD + 100ng/ml cycloheximide",30,139,14.8273381294964,10.2114797984766,14,0.0332613873584486,0.0442552159024618,-503.828839530676,1011.65767906135,1.47522211002611,16.378258699527,-499.653757144134,1003.30751428827
"194","phb1","MATalpha","YPD + 100ng/ml cycloheximide",30,79,14.5949367088608,9.03485982088944,15,0.0638116156675542,0.0314957782140126,-278.584964584057,561.169929168114,1.56706385166509,16.1370733238443,-281.115465830167,566.230931660333
"195","coq2","MATalpha","YPD + 100ng/ml cycloheximide",30,20,25.1,10.3968618747248,26.5,0.107359052398427,0.00467631186495876,-73.4106663308931,150.821332661786,2.77742982019749,28.2234192473729,-74.5503772900648,153.10075458013
"196","rpl13a","MATalpha","YPD",30,205,33.819512195122,12.3384307069376,34,0.0813678499925874,0.00343460046925526,-804.016903364411,1612.03380672882,3.02122108244882,37.7767200528254,-807.309432507307,1618.61886501461
"197","rpl13a whi5","MATalpha","YPD",30,120,35.2416666666667,13.6972031944532,36,0.0663230580296477,0.0046021465055431,-485.267980578099,974.535961156199,2.77872068409355,39.4159197249464,-485.657774116689,975.315548233379
"198","dbp3 whi5","MATalpha","YPD",30,20,27.75,8.30266285756057,29,0.114885593480312,0.00311016475891228,-71.7000868605865,147.400173721173,3.74837859769136,30.7397564152896,-70.1810109390314,144.362021878063
"199","fob1 whi5","MATalpha","YPD",30,120,22.325,11.3575669811405,21,0.0657447892039513,0.0137812240420967,-458.00348825877,920.006976517539,2.01860238757064,25.0701716784757,-459.803671624066,923.607343248132
"200","inp53","MATalpha","YPD",30,225,31.84,12.0371893966751,32,0.0756171523657467,0.00482443249831231,-883.442725468815,1770.88545093763,2.88028157676229,35.6638464603457,-878.829956898831,1761.65991379766
"201","inp53 whi5","MATalpha","YPD",30,40,27.175,12.3181906347004,27,0.0699750463677921,0.00816887834595695,-156.234103538322,316.468207076644,2.36637767429801,30.5734563928278,-156.561121247007,317.122242494014
"202","inp51","MATalpha","YPD",30,350,30.8828571428571,11.1288619249489,31,0.0852999595140855,0.004177706354983,-1345.29024752411,2694.58049504822,3.05698262407643,34.5178348778279,-1339.69304822267,2683.38609644533
"203","inp51 whi5","MATalpha","YPD",30,20,25.8,10.9813238584522,25.5,0.0840900019433492,0.00704274575604479,-75.7247019924732,155.449403984946,2.49707128941954,28.8092543653059,-76.5272011827473,157.054402365495
"204","rpl20b whi5","MATalpha","YPD",30,80,33.0125,14.4173715102935,33,0.0647276549786318,0.00557279629368013,-324.242927816749,652.485855633497,2.48903636408871,37.1693554254105,-326.011031626294,656.022063252588
"205","rpl31a","MATalpha","YPD",30,804,33.5248756218905,14.1470881358758,34,0.062571523442935,0.00572019251695191,-3269.10445580736,6542.20891161472,2.58605114220852,37.8032999292189,-3254.55921644124,6513.11843288249
"206","hmo1 rpl31a","MATalpha","YPD",30,160,15.5375,7.4604934330211,14,0.0746795725715785,0.025942442144169,-558.646551011058,1121.29310202212,2.22118089857832,17.6014912559981,-537.247676896264,1078.49535379253
"207","gpa2 hap4","MATalpha","YPD",30,257,30.6264591439689,11.0556370091908,30,0.0774658196277086,0.00525050616839497,-996.370254129236,1996.74050825847,3.02245442305176,34.2966985277269,-979.324240227437,1962.64848045487
"208","pnc1 rpl31a","MATa","YPD",30,40,23.325,10.9927423610028,20.5,0.0688223937794957,0.0120036490061626,-152.713533039539,309.427066079078,2.31445573870214,26.4294042902151,-150.059669396541,304.119338793082
"209","pnc1 rpl31a","MATalpha","YPD",30,120,21.3166666666667,10.1526031213702,19,0.0598414990427107,0.0172055900958244,-454.427961504532,912.855923009063,2.24201591001792,24.1386689975702,-440.52401114813,885.04802229626
"210","vma21","MATalpha","YPD",30,182,5.59340659340659,4.93376689095877,4,0.0287631341885749,0.15364122931868,-493.629828830862,991.259657661724,1.21728182046138,6.00163621421277,-489.742629377684,983.485258755367
"211","vma13","MATalpha","YPD",30,120,6.74166666666667,6.2785426684236,5,0.0134115407830537,0.135944763811101,-348.610857878132,701.221715756264,1.12915993265815,7.06715704357374,-347.569941675119,699.139883350238
